resultId,raceId,driverId,constructorId,number_x,grid,position_x,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,qualifyId,number_y,position_y,q1,q2,q3
20966,848,24,164,23.0,22,23.0,23,23,0.0,54,,,37.0,23.0,01:47.4,181.612,13,4725,23,22,1:43.584,,
20967,848,39,164,22.0,24,24.0,24,24,0.0,54,,,32.0,24.0,01:47.7,181.123,13,4727,22,24,1:44.363,,
20968,849,4,6,5.0,3,1.0,1,1,25.0,52,28:41.2,5321196.0,41.0,1.0,01:34.9,223.454,1,4730,5,3,1:32.986,1:31.727,1:30.516
20969,849,20,9,1.0,2,2.0,2,2,18.0,52,16.511,5337707.0,38.0,3.0,01:35.6,221.918,1,4729,1,2,1:32.977,1:32.379,1:30.431
20970,849,17,9,2.0,1,3.0,3,3,15.0,52,16.947,5338143.0,49.0,4.0,01:35.7,221.686,1,4728,2,1,1:32.670,1:31.673,1:30.399
20971,849,1,1,3.0,10,4.0,4,4,12.0,52,28.986,5350182.0,39.0,5.0,01:36.2,220.499,1,4737,3,10,1:33.581,1:32.505,1:32.376
20972,849,13,6,6.0,4,5.0,5,5,10.0,52,29.01,5350206.0,49.0,2.0,01:35.5,222.129,1,4731,6,4,1:32.760,1:31.640,1:31.124
20973,849,3,131,8.0,9,6.0,6,6,8.0,52,+1:00.665,5381861.0,32.0,13.0,01:37.1,218.47,1,4736,8,9,1:34.186,1:32.295,1:32.209
20974,849,815,15,17.0,12,7.0,7,7,6.0,52,+1:05.590,5386786.0,35.0,7.0,01:36.7,219.413,1,4739,17,12,1:34.145,1:32.624,
20975,849,2,4,9.0,16,8.0,8,8,4.0,52,+1:15.542,5396738.0,37.0,14.0,01:37.1,218.371,1,4743,9,16,1:35.132,1:33.805,
20976,849,30,131,7.0,13,9.0,9,9,2.0,52,+1:17.912,5399108.0,34.0,11.0,01:37.0,218.558,1,4740,7,13,1:34.160,1:32.656,
20977,849,153,5,19.0,18,10.0,10,10,1.0,52,+1:19.108,5400304.0,38.0,15.0,01:37.2,218.275,1,4745,19,18,1:35.245,,
20978,849,16,10,14.0,11,11.0,11,11,0.0,52,+1:19.712,5400908.0,42.0,9.0,01:36.7,219.213,1,4738,14,11,1:34.454,1:32.617,
20979,849,808,4,10.0,14,12.0,12,12,0.0,52,+1:20.681,5401877.0,40.0,6.0,01:36.3,220.206,1,4741,10,14,1:34.428,1:32.734,
20980,849,22,3,11.0,15,13.0,13,13,0.0,51,,,38.0,8.0,01:36.7,219.238,11,4742,11,15,1:33.532,1:33.119,
20981,849,813,3,12.0,7,14.0,14,14,0.0,51,,,41.0,12.0,01:37.0,218.553,11,4734,12,7,1:32.702,1:32.588,1:31.933
20982,849,814,10,15.0,6,15.0,15,15,0.0,51,,,48.0,16.0,01:37.9,216.545,11,4733,15,6,1:34.472,1:32.569,1:31.929
20983,849,10,166,24.0,20,16.0,16,16,0.0,50,,,49.0,17.0,01:39.8,212.477,12,4747,24,20,1:36.203,,
20984,849,816,166,25.0,22,17.0,17,17,0.0,50,,,30.0,20.0,01:40.6,210.894,12,4749,25,22,1:37.154,,
20985,849,24,164,23.0,23,18.0,18,18,0.0,50,,,40.0,19.0,01:40.5,210.97,12,4750,23,23,1:37.484,,
20986,849,817,164,22.0,24,19.0,19,19,0.0,49,,,30.0,22.0,01:40.9,210.163,13,4751,22,24,1:38.059,,
20987,849,18,1,4.0,5,,R,20,0.0,39,,,31.0,10.0,01:37.0,218.675,61,4732,4,5,1:34.230,1:32.273,1:31.898
20988,849,67,5,18.0,19,,R,21,0.0,25,,,24.0,18.0,01:40.2,211.602,3,4746,18,19,1:35.749,,
20989,849,155,15,16.0,8,,R,22,0.0,23,,,23.0,21.0,01:40.7,210.595,5,4735,16,8,1:34.324,1:32.399,1:32.128
20990,849,15,205,21.0,21,,R,23,0.0,10,,,9.0,23.0,01:55.5,183.629,44,4748,21,21,1:36.456,,
20991,849,5,205,20.0,17,,R,24,0.0,2,,,2.0,24.0,02:10.4,162.629,6,4744,20,17,1:34.923,1:34.821,
20992,850,1,1,3.0,2,1.0,1,1,25.0,60,37:30.3,5850334.0,59.0,1.0,01:34.3,196.526,1,4753,3,2,1:32.934,1:30.998,1:30.134
20993,850,4,6,5.0,4,2.0,2,2,18.0,60,3.98,5854314.0,60.0,5.0,01:34.6,195.853,1,4755,5,4,1:32.916,1:31.150,1:30.442
20994,850,17,9,2.0,1,3.0,3,3,15.0,60,9.788,5860122.0,60.0,2.0,01:34.5,196.18,1,4752,2,1,1:33.096,1:31.311,1:30.079
20995,850,20,9,1.0,3,4.0,4,4,12.0,60,47.921,5898255.0,47.0,3.0,01:34.6,195.933,1,4754,1,3,1:32.973,1:31.017,1:30.216
20996,850,13,6,6.0,5,5.0,5,5,10.0,60,52.252,5902586.0,51.0,4.0,01:34.6,195.888,1,4756,6,5,1:31.826,1:31.582,1:30.910
20997,850,16,10,14.0,8,6.0,6,6,8.0,60,+1:26.208,5936542.0,57.0,10.0,01:36.7,191.745,1,4759,14,8,1:32.286,1:31.809,1:32.010
20998,850,3,131,8.0,6,7.0,7,7,6.0,59,,,51.0,7.0,01:36.2,192.686,11,4757,8,6,1:32.785,1:31.343,1:31.263
20999,850,30,131,7.0,10,8.0,8,8,4.0,59,,,49.0,6.0,01:35.6,193.8,11,4761,7,10,1:32.603,1:32.180,1:32.482
21000,850,155,15,16.0,17,9.0,9,9,2.0,59,,,50.0,11.0,01:36.7,191.733,11,4769,16,18,1:33.786,,
21001,850,808,4,10.0,9,10.0,10,10,1.0,59,,,50.0,8.0,01:36.2,192.676,11,4760,10,9,1:33.187,1:31.985,1:32.187
21002,850,815,15,17.0,15,11.0,11,11,0.0,59,,,53.0,13.0,01:37.0,190.994,11,4766,17,15,1:33.295,1:33.176,
21003,850,153,5,19.0,16,12.0,12,12,0.0,59,,,59.0,14.0,01:37.4,190.245,11,4768,19,17,1:33.658,1:33.698,
21004,850,814,10,15.0,12,13.0,13,13,0.0,59,,,54.0,12.0,01:36.7,191.622,11,4763,15,12,1:32.651,1:32.560,
21005,850,813,3,12.0,13,14.0,14,14,0.0,59,,,50.0,15.0,01:37.6,189.947,11,4764,12,13,1:33.003,1:32.635,
21006,850,67,5,18.0,24,15.0,15,15,0.0,59,,,48.0,16.0,01:37.9,189.374,11,4767,18,16,1:33.635,1:33.546,
21007,850,5,205,20.0,18,16.0,16,16,0.0,58,,,54.0,17.0,01:39.1,187.105,12,4770,20,19,1:35.599,,
21008,850,10,166,24.0,19,17.0,17,17,0.0,57,,,57.0,21.0,01:40.0,185.361,13,4771,24,20,1:36.400,,
21009,850,816,166,25.0,21,18.0,18,18,0.0,57,,,57.0,20.0,01:39.8,185.723,13,4773,25,22,1:36.641,,
21010,850,817,164,22.0,22,19.0,19,19,0.0,57,,,57.0,23.0,01:40.5,184.426,13,4775,22,24,1:37.036,,
21011,850,812,205,21.0,20,20.0,20,20,0.0,56,,,56.0,22.0,01:40.4,184.525,14,4772,21,21,1:36.422,,
21012,850,24,164,23.0,23,,R,21,0.0,37,,,28.0,24.0,01:40.7,184.07,10,4774,23,23,1:37.011,,
21013,850,18,1,4.0,7,,R,22,0.0,35,,,33.0,9.0,01:36.3,192.532,9,4758,4,7,1:33.224,1:31.532,1:31.288
21014,850,22,3,11.0,14,,R,23,0.0,16,,,8.0,19.0,01:39.7,185.924,44,4765,11,14,1:33.664,1:33.043,
21015,850,2,4,9.0,11,,R,24,0.0,9,,,7.0,18.0,01:39.5,186.349,4,4762,9,11,1:32.505,1:32.215,
21016,851,18,1,4.0,3,1.0,1,1,25.0,70,46:42.3,6402337.0,58.0,6.0,01:23.9,187.898,1,4778,4,3,1:22.038,1:20.578,1:20.024
21017,851,20,9,1.0,1,2.0,2,2,18.0,70,3.588,6405925.0,70.0,5.0,01:23.9,188.036,1,4776,1,1,1:21.740,1:21.095,1:19.815
21018,851,4,6,5.0,5,3.0,3,3,15.0,70,19.819,6422156.0,62.0,3.0,01:23.7,188.405,1,4780,5,5,1:21.578,1:20.262,1:20.365
21019,851,1,1,3.0,2,4.0,4,4,12.0,70,48.338,6450675.0,61.0,2.0,01:23.7,188.517,1,4777,3,2,1:21.636,1:21.105,1:19.978
21020,851,17,9,2.0,6,5.0,5,5,10.0,70,49.742,6452079.0,61.0,4.0,01:23.7,188.389,1,4781,2,6,1:22.208,1:20.890,1:20.474
21021,851,13,6,6.0,4,6.0,6,6,8.0,70,+1:23.176,6485513.0,61.0,1.0,01:23.4,189.073,1,4779,6,4,1:22.130,1:21.099,1:20.350
21022,851,814,10,15.0,11,7.0,7,7,6.0,69,,,65.0,14.0,01:25.9,183.529,11,4786,15,11,1:22.976,1:22.256,
21023,851,67,5,18.0,23,8.0,8,8,4.0,69,,,65.0,15.0,01:26.0,183.439,11,4793,18,18,1:24.070,,
21024,851,3,131,8.0,7,9.0,9,9,2.0,69,,,64.0,9.0,01:24.9,185.86,11,4782,8,7,1:22.996,1:21.243,1:21.098
21025,851,153,5,19.0,16,10.0,10,10,1.0,69,,,68.0,16.0,01:26.0,183.337,11,4791,19,16,1:23.285,1:22.979,
21026,851,155,15,16.0,13,11.0,11,11,0.0,69,,,65.0,7.0,01:24.7,186.284,11,4788,16,13,1:23.278,1:22.435,
21027,851,808,4,10.0,12,12.0,12,12,0.0,69,,,68.0,8.0,01:24.7,186.284,11,4787,10,12,1:23.070,1:22.284,
21028,851,22,3,11.0,15,13.0,13,13,0.0,68,,,65.0,11.0,01:25.0,185.508,12,4790,11,15,1:23.075,1:22.684,
21029,851,16,10,14.0,8,14.0,14,14,0.0,68,,,66.0,12.0,01:25.6,184.292,12,4783,14,8,1:22.237,1:22.000,1:21.445
21030,851,815,15,17.0,10,15.0,15,15,0.0,68,,,67.0,10.0,01:25.0,185.55,12,4785,17,10,1:23.067,1:22.157,
21031,851,813,3,12.0,17,16.0,16,16,0.0,68,,,56.0,13.0,01:25.7,183.981,12,4792,12,17,1:23.847,,
21032,851,10,166,24.0,20,17.0,17,17,0.0,66,,,59.0,18.0,01:28.0,179.177,14,4796,24,21,1:26.294,,
21033,851,817,164,22.0,22,18.0,18,18,0.0,66,,,62.0,19.0,01:28.9,177.456,14,4798,22,23,1:26.479,,
21034,851,816,166,25.0,24,19.0,19,19,0.0,65,,,58.0,20.0,01:29.1,177.073,15,4799,25,24,1:26.510,,
21035,851,24,164,23.0,21,20.0,20,20,0.0,65,,,53.0,21.0,01:29.2,176.795,15,4797,23,22,1:26.323,,
21036,851,5,205,20.0,18,,R,21,0.0,55,,,54.0,17.0,01:27.1,180.972,47,4794,20,19,1:24.362,,
21037,851,30,131,7.0,9,,R,22,0.0,26,,,19.0,22.0,01:29.8,175.667,6,4784,7,9,1:22.876,1:21.852,1:21.907
21038,851,2,4,9.0,14,,R,23,0.0,23,,,19.0,23.0,01:30.8,173.646,42,4789,9,14,1:23.024,1:22.470,
21039,851,15,205,21.0,19,,R,24,0.0,17,,,16.0,24.0,01:35.3,165.577,44,4795,21,20,1:24.534,,
21040,852,20,9,1.0,1,1.0,1,1,25.0,44,26:44.9,5204893.0,36.0,4.0,01:50.5,228.285,1,4800,1,1,2:03.029,2:03.317,1:48.298
21041,852,17,9,2.0,3,2.0,2,2,18.0,44,3.741,5208634.0,33.0,1.0,01:49.9,229.465,1,4802,2,3,2:02.827,2:03.302,1:49.376
21042,852,18,1,4.0,13,3.0,3,3,15.0,44,9.669,5214562.0,39.0,2.0,01:50.1,229.092,1,4812,4,13,2:01.813,2:05.150,
21043,852,4,6,5.0,8,4.0,4,4,12.0,44,13.022,5217915.0,41.0,5.0,01:51.1,226.937,1,4807,5,8,2:04.450,2:02.768,1:51.251
21045,852,3,131,8.0,5,6.0,6,6,8.0,44,48.674,5253567.0,39.0,8.0,01:52.3,224.601,1,4804,8,5,2:05.091,2:03.723,1:50.552
21046,852,16,10,14.0,15,7.0,7,7,6.0,44,59.713,5264606.0,33.0,10.0,01:52.6,223.946,1,4814,14,15,2:06.000,2:07.777,
21047,852,13,6,6.0,4,8.0,8,8,4.0,44,+1:06.076,5270969.0,42.0,7.0,01:51.6,226.008,1,4803,6,4,2:05.834,2:04.507,1:50.256
21048,852,808,4,10.0,10,9.0,9,9,2.0,44,+1:11.917,5276810.0,34.0,9.0,01:52.4,224.263,1,4809,10,10,2:05.292,2:03.466,1:52.303
21049,852,813,3,12.0,21,10.0,10,10,1.0,44,+1:17.615,5282508.0,43.0,12.0,01:53.4,222.423,1,4815,12,16,2:05.621,2:08.106,
21050,852,814,10,15.0,17,11.0,11,11,0.0,44,+1:23.994,5288887.0,32.0,11.0,01:53.2,222.696,1,4817,15,18,2:07.758,,
21051,852,155,15,16.0,12,12.0,12,12,0.0,44,+1:31.976,5296869.0,35.0,14.0,01:53.9,221.429,1,4811,16,12,2:07.194,2:04.757,
21052,852,811,4,9.0,7,13.0,13,13,0.0,44,+1:32.985,5297878.0,39.0,13.0,01:53.6,221.987,1,4806,9,7,2:05.047,2:04.452,1:51.121
21053,852,15,205,21.0,18,14.0,14,14,0.0,43,,,38.0,17.0,01:54.6,220.076,11,4818,21,19,2:08.773,,
21054,852,5,205,20.0,16,15.0,15,15,0.0,43,,,35.0,15.0,01:54.1,221.08,11,4816,20,17,2:06.780,2:08.354,
21055,852,22,3,11.0,14,16.0,16,16,0.0,43,,,42.0,3.0,01:50.4,228.341,11,4813,11,14,2:05.720,2:07.349,
21056,852,816,166,25.0,20,17.0,17,17,0.0,43,,,38.0,19.0,01:56.3,216.769,11,4820,25,21,2:11.601,,
21057,852,10,166,24.0,19,18.0,18,18,0.0,43,,,37.0,20.0,01:56.5,216.358,11,4819,24,20,2:09.566,,
21058,852,24,164,23.0,22,19.0,19,19,0.0,43,,,42.0,22.0,01:58.1,213.57,11,4821,23,22,2:11.616,,
21059,852,815,15,17.0,9,,R,20,0.0,27,,,26.0,16.0,01:54.2,220.706,22,4808,17,9,2:06.284,2:04.625,1:51.374
21060,852,817,164,22.0,23,,R,21,0.0,13,,,10.0,23.0,01:59.8,210.416,5,4822,22,23,2:13.077,,
21061,852,1,1,3.0,2,,R,22,0.0,12,,,8.0,18.0,01:55.6,218.029,4,4801,3,2,2:03.008,2:02.823,1:48.730
21062,852,67,5,18.0,11,,R,23,0.0,6,,,4.0,21.0,01:56.8,215.895,65,4810,18,11,2:04.744,2:04.692,
21063,852,153,5,19.0,6,,R,24,0.0,0,,,,0.0,,,4,4805,19,6,2:05.419,2:04.561,1:50.773
21064,853,20,9,1.0,1,1.0,1,1,25.0,53,20:46.2,4846172.0,49.0,3.0,01:26.6,240.937,1,5926,1,1,1:24.002,1:22.914,1:22.275
21065,853,18,1,4.0,3,2.0,2,2,18.0,53,9.59,4855762.0,52.0,2.0,01:26.2,241.915,1,5928,4,3,1:24.013,1:23.031,1:22.777
21066,853,4,6,5.0,4,3.0,3,3,15.0,53,16.909,4863081.0,50.0,6.0,01:27.2,239.185,1,5929,5,4,1:24.134,1:23.342,1:22.841
21067,853,1,1,3.0,2,4.0,4,4,12.0,53,17.417,4863589.0,52.0,1.0,01:26.2,241.971,1,5927,3,2,1:23.976,1:23.172,1:22.725
21068,853,30,131,7.0,8,5.0,5,5,10.0,53,32.677,4878849.0,46.0,7.0,01:27.4,238.607,1,5933,7,8,1:25.108,1:23.671,1:23.777
21069,853,13,6,6.0,6,6.0,6,6,8.0,53,42.993,4889165.0,53.0,5.0,01:26.9,239.919,1,5931,6,6,1:24.523,1:23.681,1:23.188
21070,853,153,5,19.0,18,7.0,7,7,6.0,52,,,49.0,10.0,01:28.4,236.028,11,5943,19,18,1:25.334,,
21071,853,814,10,15.0,11,8.0,8,8,4.0,52,,,52.0,8.0,01:28.1,236.841,11,5936,15,11,1:24.574,1:24.163,
21072,853,811,4,9.0,10,9.0,9,9,2.0,52,,,51.0,4.0,01:26.9,240,11,5935,9,10,1:24.914,1:24.157,
21073,853,67,5,18.0,16,10.0,10,10,1.0,52,,,51.0,9.0,01:28.2,236.443,11,5941,18,16,1:25.164,1:24.932,
21074,853,813,3,12.0,14,11.0,11,11,0.0,52,,,51.0,12.0,01:28.9,234.497,11,5939,12,14,1:24.798,1:24.726,
21075,853,22,3,11.0,13,12.0,12,12,0.0,52,,,49.0,11.0,01:28.4,235.975,11,5938,11,13,1:24.975,1:24.648,
21076,853,5,205,20.0,20,13.0,13,13,0.0,51,,,50.0,14.0,01:29.6,232.653,12,5945,20,20,1:27.184,,
21077,853,15,205,21.0,19,14.0,14,14,0.0,51,,,50.0,15.0,01:29.8,232.171,12,5944,21,19,1:26.647,,
21078,853,10,166,24.0,21,15.0,15,15,0.0,51,,,51.0,17.0,01:30.8,229.721,12,5946,24,21,1:27.591,,
21079,853,817,164,22.0,23,,N,16,0.0,39,,,36.0,20.0,01:32.0,226.65,111,5948,22,23,1:28.054,,
21080,853,815,15,17.0,15,,R,17,0.0,32,,,29.0,13.0,01:29.4,233.267,6,5940,17,15,1:25.113,1:24.845,
21081,853,155,15,16.0,17,,R,18,0.0,21,,,21.0,16.0,01:30.0,231.72,6,5942,16,17,1:24.879,1:25.065,
21082,853,16,10,14.0,12,,R,19,0.0,9,,,8.0,19.0,01:31.5,228.033,9,5937,14,12,1:24.595,1:24.209,
21083,853,17,9,2.0,5,,R,20,0.0,4,,,4.0,18.0,01:31.0,229.188,3,5930,2,5,1:24.148,1:23.387,1:22.972
21084,853,816,166,25.0,22,,R,21,0.0,1,,,,0.0,,,6,5947,25,22,1:27.609,,
21085,853,808,4,10.0,7,,R,22,0.0,0,,,,0.0,,,4,5932,10,7,1:24.486,1:23.741,1:23.530
21086,853,3,131,8.0,9,,R,23,0.0,0,,,,0.0,,,4,5934,8,9,1:24.550,1:23.335,1:24.477
21087,853,24,164,23.0,24,,R,24,0.0,0,,,,0.0,,,4,5949,23,24,1:28.231,,
21088,854,20,9,1.0,1,1.0,1,1,25.0,61,59:04.8,7146757.0,51.0,2.0,01:48.7,168.029,1,4823,1,1,1:46.397,1:44.931,1:44.381
21089,854,18,1,4.0,3,2.0,2,2,18.0,61,1.737,7148494.0,54.0,1.0,01:48.5,168.392,1,4825,4,3,1:46.956,1:45.472,1:44.804
21090,854,17,9,2.0,2,3.0,3,3,15.0,61,29.279,7176036.0,54.0,3.0,01:50.1,165.892,1,4824,2,2,1:47.332,1:45.651,1:44.732
21091,854,4,6,5.0,5,4.0,4,4,12.0,61,55.449,7202206.0,58.0,5.0,01:50.9,164.691,1,4827,5,5,1:47.054,1:45.779,1:44.874
21092,854,1,1,3.0,4,5.0,5,5,10.0,61,+1:07.766,7214523.0,54.0,4.0,01:50.8,164.779,1,4826,3,4,1:47.014,1:46.829,1:44.809
21093,854,814,10,15.0,10,6.0,6,6,8.0,61,+1:51.067,7257824.0,41.0,15.0,01:54.2,159.864,1,4832,15,10,1:48.022,1:47.486,
21094,854,3,131,8.0,7,7.0,7,7,6.0,60,,,42.0,16.0,01:54.4,159.663,11,4829,8,7,1:47.688,1:46.405,1:46.013
21095,854,16,10,14.0,9,8.0,8,8,4.0,60,,,45.0,17.0,01:54.6,159.411,11,4831,14,9,1:47.952,1:47.093,
21096,854,13,6,6.0,6,9.0,9,9,2.0,60,,,26.0,8.0,01:52.6,162.263,11,4828,6,6,1:47.945,1:45.955,1:45.800
21097,854,815,15,17.0,11,10.0,10,10,1.0,60,,,42.0,18.0,01:54.6,159.34,11,4833,17,11,1:47.717,1:47.616,
21098,854,813,3,12.0,13,11.0,11,11,0.0,60,,,50.0,10.0,01:53.2,161.335,11,4835,12,13,1:49.710,1:48.270,
21099,854,67,5,18.0,14,12.0,12,12,0.0,60,,,51.0,7.0,01:52.2,162.774,11,4836,18,14,1:48.753,1:48.634,
21100,854,22,3,11.0,12,13.0,13,13,0.0,60,,,40.0,19.0,01:55.2,158.483,11,4834,11,12,1:48.061,1:48.082,
21101,854,155,15,16.0,17,14.0,14,14,0.0,59,,,56.0,6.0,01:51.3,164.043,12,4839,16,17,1:48.054,,
21102,854,811,4,9.0,15,15.0,15,15,0.0,59,,,55.0,12.0,01:53.8,160.518,12,4837,9,15,1:48.861,1:48.662,
21103,854,5,205,20.0,19,16.0,16,16,0.0,59,,,56.0,13.0,01:54.1,160.111,12,4841,20,19,1:50.948,,
21104,854,808,4,10.0,18,17.0,17,17,0.0,59,,,56.0,14.0,01:54.2,159.913,12,4840,10,18,1:49.835,,
21105,854,816,166,25.0,22,18.0,18,18,0.0,59,,,22.0,22.0,01:58.7,153.817,12,4844,25,22,1:52.363,,
21106,854,817,164,22.0,23,19.0,19,19,0.0,57,,,40.0,23.0,01:59.1,153.386,14,4845,22,23,1:52.404,,
21107,854,24,164,23.0,24,20.0,20,20,0.0,57,,,41.0,21.0,01:58.3,154.399,14,4846,23,24,1:52.810,,
21108,854,153,5,19.0,16,21.0,21,21,0.0,56,,,37.0,11.0,01:53.7,160.656,3,4838,19,16,1:49.588,1:49.862,
21109,854,15,205,21.0,20,,R,22,0.0,47,,,25.0,20.0,01:57.1,155.924,6,4842,21,20,1:51.012,,
21110,854,30,131,7.0,8,,R,23,0.0,28,,,26.0,9.0,01:53.1,161.48,3,4830,7,8,1:48.819,1:46.043,
21111,854,10,166,24.0,21,,R,24,0.0,9,,,6.0,24.0,02:00.4,151.669,3,4843,24,21,1:52.154,,
21112,855,18,1,4.0,2,1.0,1,1,25.0,53,30:53.4,5453427.0,52.0,1.0,01:36.6,216.481,1,4848,4,2,1:32.947,1:31.434,1:30.475
21113,855,4,6,5.0,5,2.0,2,2,18.0,53,1.16,5454587.0,50.0,4.0,01:36.7,216.226,1,4851,5,5,1:32.817,1:31.612,1:30.886
21114,855,20,9,1.0,1,3.0,3,3,15.0,53,2.006,5455433.0,52.0,6.0,01:36.9,215.704,1,4847,1,1,1:33.051,1:31.424,1:30.466
21115,855,17,9,2.0,6,4.0,4,4,12.0,53,8.071,5461498.0,47.0,5.0,01:36.8,215.9,1,4852,2,6,1:33.135,1:31.576,1:31.156
21116,855,1,1,3.0,3,5.0,5,5,10.0,53,24.268,5477695.0,49.0,9.0,01:37.6,214.093,1,4849,3,3,1:32.843,1:31.139,1:30.617
21117,855,30,131,7.0,8,6.0,6,6,8.0,53,27.12,5480547.0,53.0,12.0,01:37.9,213.501,1,4854,7,7,1:33.748,1:32.116,
21118,855,13,6,6.0,4,7.0,7,7,6.0,53,28.24,5481667.0,50.0,11.0,01:37.8,213.754,1,4850,6,4,1:33.235,1:31.909,1:30.804
21119,855,815,15,17.0,17,8.0,8,8,4.0,53,39.377,5492804.0,39.0,2.0,01:36.6,216.479,1,4863,17,17,1:34.704,,
21120,855,808,4,10.0,10,9.0,9,9,2.0,53,42.607,5496034.0,47.0,7.0,01:37.1,215.399,1,4856,10,9,1:32.877,1:32.245,
21121,855,3,131,8.0,23,10.0,10,10,1.0,53,44.322,5497749.0,50.0,3.0,01:36.6,216.378,1,4869,8,23,,,
21122,855,16,10,14.0,11,11.0,11,11,0.0,53,54.447,5507874.0,43.0,14.0,01:38.1,213.029,1,4857,14,11,1:32.761,1:32.463,
21123,855,814,10,15.0,12,12.0,12,12,0.0,53,+1:02.326,5515753.0,43.0,13.0,01:38.0,213.383,1,4858,15,12,1:33.499,1:32.746,
21124,855,155,15,16.0,7,13.0,13,13,0.0,53,+1:03.705,5517132.0,44.0,19.0,01:39.7,209.63,1,4853,16,10,1:32.626,1:32.380,
21125,855,813,3,12.0,14,14.0,14,14,0.0,53,+1:04.194,5517621.0,50.0,10.0,01:37.6,214.093,1,4860,12,14,1:33.781,1:33.224,
21126,855,153,5,19.0,16,15.0,15,15,0.0,53,+1:06.623,5520050.0,41.0,8.0,01:37.4,214.608,1,4862,19,16,1:35.111,1:33.427,
21127,855,811,4,9.0,9,16.0,16,16,0.0,53,+1:12.628,5526055.0,42.0,15.0,01:38.4,212.436,1,4855,9,8,1:33.359,1:32.297,
21128,855,22,3,11.0,13,17.0,17,17,0.0,53,+1:14.191,5527618.0,53.0,16.0,01:39.1,210.993,1,4859,11,13,1:33.921,1:33.079,
21129,855,5,205,20.0,18,18.0,18,18,0.0,53,+1:27.824,5541251.0,50.0,17.0,01:39.3,210.532,1,4864,20,18,1:35.454,,
21130,855,15,205,21.0,19,19.0,19,19,0.0,53,+1:36.140,5549567.0,49.0,18.0,01:39.6,209.973,1,4865,21,19,1:35.514,,
21131,855,10,166,24.0,21,20.0,20,20,0.0,51,,,46.0,21.0,01:41.7,205.549,12,4867,24,21,1:36.507,,
21132,855,816,166,25.0,20,21.0,21,21,0.0,51,,,45.0,22.0,01:41.8,205.367,12,4866,25,20,1:36.439,,
21133,855,817,164,22.0,22,22.0,22,22,0.0,51,,,49.0,20.0,01:41.4,206.09,12,4868,22,22,1:37.846,,
21134,855,24,164,23.0,24,23.0,23,23,0.0,50,,,37.0,24.0,01:42.4,204.134,13,4870,23,24,,,
21135,855,67,5,18.0,15,,R,24,0.0,11,,,6.0,23.0,01:42.1,204.738,36,4861,18,15,1:33.064,1:33.227,
21136,856,20,9,1.0,2,1.0,1,1,25.0,55,38:02.0,5881994.0,55.0,1.0,01:39.6,202.941,1,4872,1,2,1:39.093,1:37.285,1:36.042
21137,856,1,1,3.0,1,2.0,2,2,18.0,55,12.019,5894013.0,54.0,3.0,01:40.5,201.216,1,4871,3,1,1:37.525,1:36.526,1:35.820
21138,856,17,9,2.0,4,3.0,3,3,15.0,55,12.477,5894471.0,55.0,2.0,01:40.3,201.547,1,4874,2,4,1:39.071,1:37.292,1:36.468
21139,856,18,1,4.0,3,4.0,4,4,12.0,55,14.694,5896688.0,55.0,7.0,01:40.7,200.716,1,4873,4,3,1:37.929,1:37.302,1:36.126
21140,856,4,6,5.0,6,5.0,5,5,10.0,55,15.689,5897683.0,41.0,6.0,01:40.5,201.04,1,4876,5,6,1:38.393,1:37.352,1:36.980
21141,856,13,6,6.0,5,6.0,6,6,8.0,55,25.133,5907127.0,51.0,5.0,01:40.5,201.052,1,4875,6,5,1:38.670,1:37.313,1:36.831
21142,856,153,5,19.0,11,7.0,7,7,6.0,55,49.538,5931532.0,55.0,8.0,01:40.9,200.257,1,4881,19,11,1:39.392,1:38.315,
21143,856,3,131,8.0,7,8.0,8,8,4.0,55,54.053,5936047.0,49.0,9.0,01:41.8,198.624,1,4877,8,7,1:38.426,1:37.892,1:37.754
21144,856,67,5,18.0,13,9.0,9,9,2.0,55,+1:02.762,5944756.0,50.0,4.0,01:40.5,201.06,1,4883,18,13,1:39.352,1:38.508,
21145,856,814,10,15.0,9,10.0,10,10,1.0,55,+1:08.602,5950596.0,50.0,12.0,01:42.1,197.978,1,4879,15,9,1:38.549,1:38.254,
21146,856,16,10,14.0,10,11.0,11,11,0.0,55,+1:11.229,5953223.0,49.0,10.0,01:42.0,198.149,1,4880,14,10,1:38.789,1:38.219,
21147,856,22,3,11.0,18,12.0,12,12,0.0,55,+1:33.068,5975062.0,54.0,13.0,01:42.4,197.458,1,4888,11,18,1:39.538,,
21148,856,811,4,9.0,15,13.0,13,13,0.0,54,,,41.0,16.0,01:42.5,197.115,11,4885,9,15,1:39.316,1:38.791,
21149,856,5,205,20.0,19,14.0,14,14,0.0,54,,,52.0,15.0,01:42.5,197.294,11,4889,20,19,1:40.522,,
21150,856,155,15,16.0,14,15.0,15,15,0.0,54,,,45.0,11.0,01:42.1,198.021,11,4884,16,14,1:39.464,1:38.775,
21151,856,815,15,17.0,17,16.0,16,16,0.0,54,,,39.0,14.0,01:42.4,197.354,11,4887,17,17,1:39.097,1:39.443,
21152,856,15,205,21.0,20,17.0,17,17,0.0,54,,,46.0,17.0,01:43.0,196.235,11,4890,21,20,1:41.101,,
