resultId,raceId,driverId,constructorId,number_x,grid,position_x,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,qualifyId,number_y,position_y,q1,q2,q3
1098,69,18,11,12.0,7,4.0,4,4,5.0,53,34.101,5066514.0,35.0,5.0,01:33.5,223.702,1,1101,12,7,1:30.847,1:30.268,1:30.992
1099,69,8,1,3.0,11,5.0,5,5,4.0,53,43.596,5076009.0,24.0,4.0,01:33.3,223.958,1,1105,3,11,1:32.080,1:30.827,
1100,69,15,7,8.0,4,6.0,6,6,3.0,53,46.717,5079130.0,2.0,9.0,01:33.9,222.713,1,1098,8,4,1:30.420,1:30.204,1:30.039
1101,69,23,7,7.0,3,7.0,7,7,2.0,53,48.869,5081282.0,2.0,8.0,01:33.6,223.329,1,1097,7,3,1:30.595,1:30.299,1:29.989
1102,69,2,2,16.0,9,8.0,8,8,1.0,53,+1:16.095,5108508.0,31.0,13.0,01:34.5,221.16,1,1103,16,9,1:31.811,1:30.470,1:31.513
1103,69,9,2,17.0,12,9.0,9,9,0.0,53,+1:16.932,5109345.0,39.0,6.0,01:33.5,223.563,1,1106,17,12,1:31.204,1:31.094,
1104,69,3,3,10.0,10,10.0,10,10,0.0,52,,,33.0,15.0,01:34.8,220.514,11,1104,10,10,1:30.585,1:30.321,1:31.856
1105,69,37,1,4.0,13,11.0,11,11,0.0,52,,,22.0,11.0,01:34.1,222.112,11,1107,4,13,1:31.581,1:31.254,
1106,69,22,11,11.0,8,12.0,12,12,0.0,52,,,40.0,10.0,01:34.1,222.227,11,1102,11,8,1:31.972,1:30.598,1:31.478
1107,69,38,9,15.0,18,13.0,13,13,0.0,52,,,37.0,19.0,01:35.1,219.825,11,1112,15,18,1:32.402,,
1108,69,24,5,20.0,15,14.0,14,14,0.0,52,,,22.0,12.0,01:34.1,222.086,11,1109,20,15,1:31.741,1:31.943,
1109,69,11,8,22.0,20,15.0,15,15,0.0,52,,,26.0,17.0,01:35.1,219.864,11,1114,22,20,1:33.666,,
1110,69,33,14,18.0,21,16.0,16,16,0.0,51,,,27.0,20.0,01:35.3,219.454,12,1115,18,21,1:33.709,,
1111,69,29,8,23.0,22,17.0,17,17,0.0,50,,,22.0,21.0,01:35.6,218.687,13,1116,23,22,,,
1112,69,26,5,21.0,19,18.0,18,18,0.0,48,,,37.0,14.0,01:34.6,221.078,38,1113,21,19,1:32.867,,
1113,69,17,3,9.0,14,,R,19,0.0,39,,,19.0,18.0,01:35.1,219.841,3,1108,9,14,1:31.647,1:31.276,
1114,69,30,6,5.0,2,,R,20,0.0,36,,,32.0,2.0,01:32.8,225.29,5,1096,5,2,1:31.279,1:28.954,1:29.711
1115,69,14,9,14.0,17,,R,21,0.0,35,,,20.0,16.0,01:35.1,219.934,6,1111,14,17,1:32.252,,
1116,69,27,14,19.0,16,,R,22,0.0,20,,,19.0,22.0,01:36.0,217.68,30,1110,19,16,1:32.221,1:33.750,
1117,70,13,6,6.0,1,1.0,1,1,10.0,71,31:53.8,5513751.0,23.0,2.0,01:12.9,212.857,1,1117,6,1,1:10.643,1:10.775,1:10.680
1118,70,4,4,1.0,4,2.0,2,2,8.0,71,18.658,5532409.0,70.0,3.0,01:13.0,212.612,1,1120,1,4,1:11.791,1:11.148,1:11.567
1119,70,18,11,12.0,14,3.0,3,3,6.0,71,19.394,5533145.0,71.0,4.0,01:13.1,212.344,1,1130,12,14,1:12.085,1:11.742,
1120,70,30,6,5.0,10,4.0,4,4,5.0,71,24.094,5537845.0,70.0,1.0,01:12.2,214.966,1,1126,5,10,1:11.565,1:10.313,
1121,70,8,1,3.0,2,5.0,5,5,4.0,71,28.503,5542254.0,58.0,6.0,01:13.3,211.683,1,1118,3,2,1:12.035,1:11.386,1:11.299
1122,70,21,4,2.0,6,6.0,6,6,3.0,71,30.287,5544038.0,70.0,5.0,01:13.1,212.146,1,1122,2,6,1:12.042,1:11.461,1:11.629
1123,70,22,11,11.0,5,7.0,7,7,2.0,71,40.294,5554045.0,48.0,8.0,01:13.4,211.366,1,1121,11,5,1:12.017,1:11.578,1:11.619
1124,70,37,1,4.0,12,8.0,8,8,1.0,71,52.068,5565819.0,63.0,12.0,01:13.8,210.146,1,1128,4,12,1:11.825,1:11.658,
1125,70,9,2,17.0,9,9.0,9,9,0.0,71,+1:07.642,5581393.0,25.0,14.0,01:14.1,209.296,1,1125,17,9,1:12.040,1:11.589,1:12.131
1126,70,11,8,22.0,19,10.0,10,10,0.0,70,,,47.0,9.0,01:13.4,211.337,11,1136,22,20,1:13.269,,
1127,70,26,5,21.0,16,11.0,11,11,0.0,70,,,69.0,13.0,01:13.9,210.018,11,1133,21,17,1:12.856,,
1128,70,38,9,15.0,22,12.0,12,12,0.0,70,,,62.0,11.0,01:13.7,210.48,11,1131,15,15,1:12.530,1:12.591,
1129,70,24,5,20.0,15,13.0,13,13,0.0,70,,,69.0,10.0,01:13.7,210.517,11,1132,20,16,1:12.855,1:12.861,
1130,70,27,14,19.0,17,14.0,14,14,0.0,70,,,61.0,17.0,01:14.6,207.966,11,1134,19,18,1:13.138,,
1131,70,33,14,18.0,21,15.0,15,15,0.0,69,,,38.0,16.0,01:14.4,208.471,12,1138,18,22,,,
1132,70,29,8,23.0,20,16.0,16,16,0.0,69,,,67.0,7.0,01:13.4,211.401,12,1137,23,21,1:13.357,,
1133,70,2,2,16.0,8,17.0,17,17,0.0,63,,,18.0,15.0,01:14.2,209.166,3,1124,16,8,1:12.307,1:11.648,1:11.882
1134,70,14,9,14.0,18,,R,18,0.0,14,,,12.0,19.0,01:16.0,203.989,6,1135,14,19,1:13.249,,
1135,70,15,7,8.0,3,,R,19,0.0,10,,,9.0,18.0,01:14.9,207.157,22,1119,8,3,1:11.885,1:11.343,1:11.328
1136,70,23,7,7.0,7,,R,20,0.0,9,,,8.0,20.0,01:16.8,201.892,22,1123,7,7,1:11.713,1:11.550,1:11.695
1137,70,17,3,9.0,11,,R,21,0.0,1,,,,,,,4,1127,9,11,1:11.973,1:11.650,
1138,70,3,3,10.0,13,,R,22,0.0,0,,,,,,,4,1129,10,13,1:11.974,1:11.679,
1139,71,21,4,6.0,1,1.0,1,1,10.0,57,24:17.3,5057336.0,55.0,2.0,01:26.0,222.001,1,4421,6,1,1:33.171,1:28.289,
1140,71,22,6,2.0,11,2.0,2,2,8.0,57,5.553,5062889.0,54.0,3.0,01:26.2,221.386,1,4431,2,11,1:45.481,1:31.341,
1141,71,4,4,5.0,13,3.0,3,3,6.0,57,6.712,5064048.0,24.0,1.0,01:25.7,222.807,1,4433,5,13,1:47.708,1:29.758,
1142,71,14,9,14.0,5,4.0,4,4,5.0,57,16.131,5073467.0,40.0,11.0,01:26.7,220.219,1,4425,14,5,1:38.320,1:28.892,
1143,71,17,3,7.0,3,5.0,5,5,4.0,57,16.908,5074244.0,37.0,8.0,01:26.5,220.72,1,4423,7,3,1:36.717,1:28.279,
1144,71,31,1,10.0,9,6.0,6,6,3.0,57,35.033,5092369.0,41.0,7.0,01:26.4,220.976,1,4429,10,9,1:45.325,1:29.320,
1145,71,32,9,15.0,6,7.0,7,7,2.0,57,38.997,5096333.0,39.0,10.0,01:26.6,220.379,1,4426,15,6,1:37.486,1:29.991,
1146,71,8,1,9.0,10,8.0,8,8,1.0,57,39.633,5096969.0,55.0,4.0,01:26.3,221.329,1,4430,9,10,1:44.997,1:30.561,
1147,71,15,7,16.0,2,9.0,9,9,0.0,57,+1:03.108,5120444.0,56.0,14.0,01:27.1,219.142,1,4422,16,2,1:35.270,1:29.159,
1148,71,13,15,12.0,18,10.0,10,10,0.0,57,+1:04.393,5121729.0,55.0,13.0,01:26.9,219.704,1,4440,12,20,,,
1149,71,18,16,3.0,8,,11,11,0.0,56,,,55.0,5.0,01:26.3,221.316,11,4428,3,8,1:41.512,1:30.616,
1150,71,23,7,17.0,15,12.0,12,12,0.0,56,,,56.0,9.0,01:26.5,220.611,11,4435,17,15,1:51.495,1:31.222,
1151,71,35,15,11.0,4,13.0,13,13,0.0,56,,,54.0,15.0,01:27.7,217.571,11,4424,11,4,1:36.984,1:29.862,
1152,71,11,16,4.0,20,,14,14,0.0,55,,,36.0,16.0,01:27.9,217.244,12,4439,4,19,,,
1153,71,39,17,19.0,12,15.0,15,15,0.0,55,,,36.0,17.0,01:28.0,217.014,12,4432,19,12,1:44.357,1:32.735,
1154,71,33,17,18.0,14,16.0,16,16,0.0,55,,,16.0,18.0,01:29.0,214.505,12,4434,18,14,1:46.846,1:33.483,
